,Unnamed: 0,Unnamed: 0.1,roles,companies,locations,experience,skills,skill index,min_experience,max_experience,avg_experience,labels
100,109,115,Data Scientist - Python - Banking Domain,Huquo Consulting Pvt. Ltd,'Delhi',1-4 ,'python',-1.0,1,4,2.5,3
105,115,121,Data Scientist - KPO,Huquo Consulting Pvt. Ltd,'Gurgaon',2-4 ,"'python', 'data scientist', 'r'",-1.0,2,4,3.0,3
106,116,122,Data Scientist - Python - BFS - IIT/DSE/IIM/NIT,Huquo Consulting Pvt. Ltd,"'Gurgaon', 'Delhi'",2-5 ,'python',-1.0,2,5,3.5,3
112,122,128,Manager - Data Scientist/Python,Huquo Consulting Pvt. Ltd,'Gurgaon',5-8 ,"'data science', 'data scientist', 'python'",-1.0,5,8,6.5,3
122,132,138,Data Scientist | Market Analytics | Remote,Vision Beyond Resources India Private Limited,"'Kolkata', ' Hyderabad', ' Pune', ' Gurgaon', ' Chennai', ' Bangalore', 'Mumbai'",3-7 ,"'python', 'r', 'data science'",-1.0,3,7,5.0,3
127,137,143,Data Scientist / Sr Data Scientist,Connexions,'Gurgaon',2-6 ,"'r', 'python', 'sql'",-1.0,2,6,4.0,3
140,150,156,Data Scientist,Liquiloans,'Mumbai',3-4 ,"'data science', 'data scientist', 'python'",-1.0,3,4,3.5,3
149,159,165,Data Scientist & Bi Lead,TopGear Consultants Pvt Ltd.,"'Mumbai', 'Pune'",9-14 ,"'python', 'big data', 'r', 'data science'",-1.0,9,14,11.5,3
150,160,166,Data Scientist & Bi Lead,TopGear Consultants Pvt Ltd.,"'Mumbai', 'Pune'",9-14 ,"'python', 'big data', 'r', 'data science'",-1.0,9,14,11.5,3
161,171,177,Associate Data Scientist,Shell,'Chennai',2-7 ,"'python', 'data science', 'r'",-1.0,2,7,4.5,3
167,178,184,Data Scientist,Star Union Dai-ichi Life Insurance,"'Thane', ' Navi Mumbai', 'Mumbai'",6-8 ,'python',-1.0,6,8,7.0,3
171,182,188,Data Scientist | A Fintech Organisation,Vision Beyond Resources India Private Limited,'Gurgaon',2-7 ,"'python', 'data science'",-1.0,2,7,4.5,3
172,185,191,Lead/Senior Data Scientist,Mapps IT Services Pvt Ltd.,'Remote',5-10 ,"'python', 'r', 'data science'",-1.0,5,10,7.5,3
173,186,192,Senior / Lead Data Scientist | GeakMinds | Chennai,Geakminds Technologies Private Limited,'Chennai',5-10 ,'python',-1.0,5,10,7.5,3
178,192,198,Senior Data Scientist (Marketplace),Walmart,'Bangalore',4-8 ,"'java', 'python', 'sql', 'it skills', 'data science'",-1.0,4,8,6.0,3
180,194,200,Senior Data Scientist - Customer Analytics,Atlassian,'Bangalore',4-8 ,"'python', 'r', 'sql'",-1.0,4,8,6.0,3
183,197,203,Data Scientist (Lead Associate / Assistant Manager),HigHRise Solutions LLP,'Gurgaon',3-6 ,"'python', 'r'",-1.0,3,6,4.5,3
198,212,218,Fraud Data Scientist,Bigshyft Hiring for PayU Finance,"'Mumbai', ' Gurgaon', 'Bangalore'",2-7 ,"'python', 'sql'",-1.0,2,7,4.5,3
202,216,222,Data Scientist - Python - IIT/ DSE/ IIMS,Huquo Consulting Pvt. Ltd,'Delhi',2-5 ,'python',-1.0,2,5,3.5,3
204,219,225,Data Scientist,SS Supply Chain Solutions Pvt. Ltd. (3SC),'Pune',3-8 ,"'data science', 'python'",-1.0,3,8,5.5,3
208,223,229,Data Scientist,Axis My India Limited,'Mumbai',4-8 ,"'python', 'r'",-1.0,4,8,6.0,3
217,232,238,Senior Data Scientist,ARIMAX GLOBAL PRIVATE LIMITED,"'Mumbai', ' Mumbai Suburban', 'Mumbai'",5-10 ,"'python', 'r', 'java', 'sql'",-1.0,5,10,7.5,3
220,236,242,Data Scientist: Artificial Intelligence,IBM,'Bangalore',3-7 ,"'java', 'r', 'sql', 'python'",-1.0,3,7,5.0,3
225,241,247,Data Scientist: Artificial Intelligence,IBM,'Bangalore',3-7 ,"'python', 'r'",-1.0,3,7,5.0,3
226,242,248,Data Scientist: Artificial Intelligence,IBM,'Bangalore',3-7 ,"'java', 'python'",-1.0,3,7,5.0,3
234,251,257,Data Scientist - Python full stack,Hitkari Solutions,'Hyderabad',5-10 ,"'r', 'python'",-1.0,5,10,7.5,3
235,252,258,Data Scientist - Python/Power BI/SQL,Huquo Consulting Pvt. Ltd,'Mumbai',1-5 ,"'python', 'sql', 'it skills', 'data science'",-1.0,1,5,3.0,3
247,264,270,Lead Data Scientist - Machine Learning | Advance Auto Parts,TALENT500 TECH (INDIA) PRIVATE LIMITED,'Hyderabad',8-11 ,"'data science', 'python'",-1.0,8,11,9.5,3
248,265,271,Senior Data Scientist I,Delhivery,'Gurgaon',3-7 ,"'data science', 'sql', 'python'",-1.0,3,7,5.0,3
253,270,276,Data Scientist (Machine Learning /AI),Mastermind Network,'Delhi',4-6 ,"'python', 'data science', 'artificial intelligence'",-1.0,4,6,5.0,3
265,283,289,Senior Data Scientist For leading FMCG organization,SKILLVENTORY,'Mumbai',10-18 ,"'python', 'data science'",-1.0,10,18,14.0,3
273,293,299,Data and applied Scientist,Microsoft,"'Noida', ' Hyderabad', 'Bangalore'",3-7 ,"'java', 'python'",-1.0,3,7,5.0,3
275,295,301,NLP Data scientist,TIGI HR Solution,"'Hyderabad', ' Chennai', 'Bangalore'",3-8 ,"'python', 'sql', 'it skills'",-1.0,3,8,5.5,3
287,308,314,Data Scientist - Fraud Prevention & Analytics,Bigshyft Hiring for Payu,"'Mumbai', ' Gurgaon', 'Bangalore'",2-5 ,'python',-1.0,2,5,3.5,3
292,314,320,Manager Data Scientist | GeakMinds | Chennai,Geakminds Technologies Private Limited,'Chennai',11-15 ,'python',-1.0,11,15,13.0,3
293,315,321,"Hiring For "" Data Scientist"" @ Jumio, Jaipur",Jumio,'Jaipur',4-6 ,"'r', 'python', 'sql'",1.0,4,6,5.0,3
304,328,334,Senior Data Scientist,Urban Company,"'Gurgaon', 'Bangalore'",5-9 ,'python',-1.0,5,9,7.0,3
306,330,336,Data Scientist,KPIT,'Pune',5-8 ,"'data science', 'python'",-1.0,5,8,6.5,3
324,349,355,Data Scientist (Fintech),Talent Destination,'Gurgaon',1-5 ,"'data science', 'python'",-1.0,1,5,3.0,3
328,353,359,Data scientist,Acme Services,'Bangalore',3-8 ,"'python', 'it skills'",-1.0,3,8,5.5,3
332,358,364,Data Scientist ( Work from Home),Eureka Outsourcing Solutions Pvt Ltd. on behalf of AmyGB,'Bangalore',2-7 ,"'it skills', 'python'",-1.0,2,7,4.5,3
333,359,365,Data Scientist,Utthunga Technologies Pvt Ltd,'Bangalore',3-5 ,"'r', 'sql', 'python'",-1.0,3,5,4.0,3
336,362,368,Opening For Data Scientist,Care Health Insurance,'Gurgaon',1-5 ,"'java', 'python', 'sql'",-1.0,1,5,3.0,3
339,366,372,Associate Data Scientist - Automotive Supply Chain & Technology,IHS Markit,"'Gurgaon', 'Bangalore'",3-6 ,"'sql', 'python'",-1.0,3,6,4.5,3
340,367,373,ML Engineer / Data Scientist,Spotflock Technologies Pvt. Ltd.,"'Delhi', 'Hyderabad'",5-10 ,'python',-1.0,5,10,7.5,3
350,377,383,Senior Data Scientist,BankNovo,'Gurgaon',5-9 ,"'data science', 'big data', 'python'",-1.0,5,9,7.0,3
368,398,404,Job opening For Data Engineer / Scientist with UK based MNC,Contrado Imaging India Pvt. Ltd.,'Ahmedabad',3-7 ,"'python', 'sql', 'data science'",-1.0,3,7,5.0,3
369,399,405,Job Openings in Leading company-Data Scientist-Bangalore,Enrich and Enlight,'Bangalore',5-7 ,"'python', 'sql'",-1.0,5,7,6.0,3
385,416,422,Data Scientist,IHS Markit,"'Gurgaon', 'Bangalore'",3-6 ,"'sql', 'python'",-1.0,3,6,4.5,3
393,424,430,Academic Counsellor- Data Scientist,AcadsHR,"'Mumbai', ' Hyderabad', ' Chennai', ' Gurgaon', 'Bangalore'",1-4 ,"'data science', 'python'",-1.0,1,4,2.5,3
398,429,435,Trainee Data Scientists,EinNel Technologies,'Chennai',0-1 ,'python',-1.0,0,1,0.5,3
410,441,447,Senior Data Scientist,Bigshyft Hiring for PayU Finance,"'Mumbai', ' Gurgaon', 'Bangalore'",4-9 ,'python',-1.0,4,9,6.5,3
411,443,449,Data Scientist,Flipkart,'Bengaluru',3-6 ,"'data science', 'python'",-1.0,3,6,4.5,3
416,448,454,Data Scientist,Infosys,'Bangalore',2-7 ,"'data science', 'python', 'artificial intelligence'",-1.0,2,7,4.5,3
420,452,458,Commercial Analytics Data Scientist,Dell,'Bangalore',12-15 ,"'data science', 'python'",-1.0,12,15,13.5,3
422,454,460,Spark ML Data Scientist,Wipro,"'Hyderabad', ' Pune', 'Bangalore'",11-18 ,'python',-1.0,11,18,14.5,3
423,455,461,Data Scientist,ECL FINANCE LIMITED,'Mumbai',2-6 ,"'sql', 'python'",-1.0,2,6,4.0,3
431,467,473,Data Scientist - NLP/Python/Spark,TalPro,"'Kolkata', ' Mumbai', ' Hyderabad', ' Pune', ' Gurgaon', ' Chennai', 'Bangalore'",3-8 ,'python',-1.0,3,8,5.5,3
433,470,476,Data Scientist - NLP/Hadoop,TalPro,"'Mumbai', ' Hyderabad', ' Gurgaon', 'Bangalore'",1-6 ,'python',-1.0,1,6,3.5,3
442,479,485,Sr. Associate Consultant Data Scientist,Eli Lilly and Company,'Bangalore',3-5 ,"'r', 'data scientist', 'computer science', 'python'",1.0,3,5,4.0,3
449,487,493,Computer Vision Developer-Data Scientist,TopGear Consultants Pvt Ltd.,'Bangalore',3-5 ,'python',-1.0,3,5,4.0,3
451,489,495,Data Scientist | Bangalore,Idyllic Services Pvt Ltd,'Bangalore',4-6 ,"'r', 'python', 'sql'",-1.0,4,6,5.0,3
461,499,505,Data Scientist,WinZO,'NewDelhi',3-7 ,"'data scientist', 'python'",-1.0,3,7,5.0,3
473,513,519,Data Scientist,Paytm,"'Noida', ' Bangalore', 'Mumbai'",3-7 ,"'sql', 'python'",-1.0,3,7,5.0,3
485,525,531,Data Scientist,AgreeYa,'Noida',3-7 ,"'python', 'sql', 'it skills', 'data science'",-1.0,3,7,5.0,3
500,542,548,Manager Data Scientist,Innefu Labs,'Delhi',6-11 ,"'python', 'it skills'",-1.0,6,11,8.5,3
512,555,561,"Senior Data Scientist, Trust",AirSeva,'Bangalore',7-9 ,"'data science', 'r', 'python'",-1.0,7,9,8.0,3
517,560,566,Senior Data Scientist,Kaleidofin,"'Chennai', 'Bangalore'",4-9 ,"'data science', 'data scientist', 'big data', 'python'",-1.0,4,9,6.5,3
530,573,579,Senior Data Scientist,nanobi data and analytics private limited,'Bangalore',7-9 ,"'sql', 'python', 'it skills', 'data science'",-1.0,7,9,8.0,3
540,583,589,Senior Data Scientist,Airbnb,'Bangalore',7-12 ,"'data science', 'r', 'data scientist', 'python', 'sql'",-1.0,7,12,9.5,3
558,603,609,Senior Data Scientist,Nineleaps,'Bangalore',3-8 ,"'sql', 'java', 'python'",-1.0,3,8,5.5,3
560,605,611,Sr Data Scientist / Data Scientist,intelligent industrial internet systems pvt ltd.,"'Bangalore', ' Mumbai (All Areas)', 'India\n'",2-6 ,'python',-1.0,2,6,4.0,3
600,647,653,Python Data Scientist - Banking/Retail Domain - IIT/IIM/ISI/DSE,Huquo Consulting Pvt. Ltd,'Delhi',1-5 ,"'python', 'r'",-1.0,1,5,3.0,3
602,649,655,Manager - Data Scientist / Python - KPO,Huquo Consulting Pvt. Ltd,'Gurgaon',5-8 ,"'data science', 'data scientist', 'python'",-1.0,5,8,6.5,3
610,657,663,Assistant Manager - Data Scientist - Insurance,Huquo Consulting Pvt. Ltd,'Gurgaon',2-7 ,"'r', 'python', 'data science', 'data scientist'",1.0,2,7,4.5,3
612,659,665,Data Scientist - Python - BFS - IIT/DSE/IIM/NIT,Huquo Consulting Pvt. Ltd,"'Gurgaon', 'Delhi'",2-5 ,'python',-1.0,2,5,3.5,3
613,660,666,Data Scientist - BFSI,Huquo Consulting Pvt. Ltd,"'Gurgaon', 'Delhi'",3-8 ,"'r', 'sql', 'python', 'data science', 'data scientist'",1.0,3,8,5.5,3
618,665,671,Lead Data Scientist required For CU Rise Analytics,CURise Analytics Pvt. Ltd. (A Trellance Company),"'Ahmedabad', 'Bangalore'",5-10 ,"'r', 'python', 'data science'",1.0,5,10,7.5,3
625,673,679,Lead Data Scientist,Nao,'Bangalore',2-5 ,"'data scientist', 'python'",-1.0,2,5,3.5,3
630,678,684,Sr.Data Scientist,Innefu Labs,'Delhi',3-8 ,"'python', 'it skills'",-1.0,3,8,5.5,3
631,679,685,Urgently looking For Data Scientist For Bangalore and Gurgaon location,DELTA SYS-TECH(INDIA) PVT LTD,"'Noida', ' Rewari', ' Beri', ' Jhajjar', ' Gurgaon', ' Bhiwadi', ' Matenhail', ' Bangalore', 'GreaterNoida\n'",7-10 ,"'r', 'sql', 'python', 'java', 'it skills', 'data scientist'",1.0,7,10,8.5,3
635,683,689,NLP Data Scientist,Bigshyft Hiring for PayU Finance,"'Mumbai', ' Gurgaon', 'Bangalore'",5-10 ,'python',-1.0,5,10,7.5,3
649,698,704,Senior Data Scientist,Inflexon Point,'Bangalore',5-10 ,'python',-1.0,5,10,7.5,3
652,701,707,Senior Data Scientist - SQL/Python/Numpy,Serving Skill,'Bangalore',2-6 ,"'data science', 'data scientist', 'sql', 'python'",-1.0,2,6,4.0,3
655,704,710,Data Scientist,Bigshyft Hiring for Coinbase,'Hyderabad',4-8 ,"'java', 'r', 'python'",-1.0,4,8,6.0,3
658,707,713,Data Scientist,Burgeon IT Services Pvt ltd,"'Mumbai', ' Hyderabad', ' Pune', ' Chennai', ' Gurgaon', 'Bangalore'",6-11 ,"'r', 'sql', 'python'",-1.0,6,11,8.5,3
673,722,728,Data Scientist (Python) Immediate Joiner required,VALIANCE ANALYTICS PRIVATE LIMITED,"'Mumbai', ' Gurgaon', 'Bangalore'",1-3 ,'python',-1.0,1,3,2.0,3
676,725,731,Data Scientist,Snaphunt,'Hyderabad',0-1 ,"'r', 'sql', 'python'",-1.0,0,1,0.5,3
684,733,739,Great Opportunity For Data Scientist / Engineer Role,Institutional Shareholder Services,'Mumbai',1-3 ,"'data science', 'python'",-1.0,1,3,2.0,3
687,736,742,Python Data Engineer / Data Scientist,TeamPlus Staffing Solution Pvt Ltd,'remote',5-8 ,'python',-1.0,5,8,6.5,3
704,754,760,Devoted Health - Senior Data Scientist,Devoted Health,'Remote',4-8 ,"'sql', 'python'",-1.0,4,8,6.0,3
710,760,766,Sr Data Scientist,DANTA TECHNOLOGIES,'Remote',2-7 ,"'python', 'sql'",-1.0,2,7,4.5,3
712,762,768,SENIOR DATA SCIENTIST,Valiance Solutions,'Remote',2-4 ,"'python', 'sql', 'it skills', 'data science'",-1.0,2,4,3.0,3
738,791,797,Data Scientist: Artificial Intelligence,IBM,'Bengaluru',3-7 ,"'java', 'python'",-1.0,3,7,5.0,3
741,794,800,Data Scientist,GSK India,'Bangalore',6-11 ,"'r', 'python', 'artificial intelligence'",1.0,6,11,8.5,3
742,795,801,Data Scientist: Artificial Intelligence,IBM,'Bengaluru',3-7 ,'python',-1.0,3,7,5.0,3
752,806,812,Data Engineer/Scientist,Snaphunt,"'Delhi ', 'Remote'",2-7 ,"'sql', 'python', 'it skills'",-1.0,2,7,4.5,3
754,808,814,Junior/Senior Data Scientist - Consulting Firm,Huquo Consulting Pvt. Ltd,'Mumbai',1-6 ,"'r', 'python'",1.0,1,6,3.5,3
780,836,842,Data Scientist,NKRAFTERZ,'Bangalore',3-5 ,"'r', 'sql'",-1.0,3,5,4.0,3
781,837,843,Data Scientist role,Mount Talent Consulting Private Limited,"'Noida', ' Hyderabad', ' Pune', ' Gurgaon', ' Bangalore', 'Delhi'",1-3 ,"'sql', 'python'",-1.0,1,3,2.0,3
782,838,844,Data Scientist (Machine Learning /AI),Mastermind Network,'Gurgaon',4-6 ,"'python', 'data science', 'artificial intelligence'",-1.0,4,6,5.0,3
783,839,845,Data scientist (WFH),SPM HR SOLUTIONS,'Bangalore',8-8 ,"'python', 'it skills'",-1.0,8,8,8.0,3
786,842,848,Product Analytics - II ( Data Scientist),Bigshyft Hiring for Expedia,'Gurgaon',2-4 ,"'sql', 'python'",-1.0,2,4,3.0,3
806,862,868,Interested To join permanent position For Data Scientist(Bangalore),Pelatro Solutions Pvt. Ltd,'Bangalore',5-8 ,"'data scientist', 'python', 'sql', 'artificial intelligence'",-1.0,5,8,6.5,3
808,864,870,Interested To join permanent position For Data Scientist(Bangalore),Pelatro Solutions Pvt. Ltd,'Bangalore',5-8 ,"'data scientist', 'python', 'sql', 'artificial intelligence'",-1.0,5,8,6.5,3
824,881,887,Data Scientist,Neudesic Technologies,'Remote',5-8 ,"'data science', 'python'",-1.0,5,8,6.5,3
825,882,888,Data Scientist,Nao,'Bangalore',2-5 ,"'data scientist', 'python', 'sql'",-1.0,2,5,3.5,3
841,898,904,Mandiant Data Scientist,FireEye CyberSecurity Pvt Ltd,'Bangalore',6-10 ,"'r', 'python'",-1.0,6,10,8.0,3
842,899,905,Data Scientist,Quinbay Technology,'Bangalore',2-4 ,"'computer science', 'data science', 'sql', 'python'",-1.0,2,4,3.0,3
848,905,911,Data Scientist,HRDevi Talent Acquisition,'Bengaluru',6-10 ,"'python', 'artificial intelligence', 'sql'",-1.0,6,10,8.0,3
855,912,918,Data Scientist,Rapid Value IT Services Pvt Ltd,"'Kochi', ' Hyderabad', ' Chennai', 'Bangalore'",3-8 ,"'data scientist', 'python'",-1.0,3,8,5.5,3
856,913,919,Data scientist,"Bloom Consulting Services, Inc.","'United States (USA)', 'Bangalore'",5-8 ,"'data scientist', 'python', 'sql'",-1.0,5,8,6.5,3
869,926,932,Data Scientist,Awake Security,'Bangalore',5-10 ,"'data science', 'data scientist', 'computer science', 'big data', 'python', 'sql'",-1.0,5,10,7.5,3
870,927,933,Data Scientist,Awake Security,'Bangalore',4-6 ,"'it skills', 'python', 'data science', 'data scientist', 'computer science', 'sql'",-1.0,4,6,5.0,3
871,928,934,Data Scientist,Awake Security,'Bangalore',5-10 ,"'data science', 'data scientist', 'computer science', 'big data', 'python', 'sql'",-1.0,5,10,7.5,3
873,930,936,Data Scientist,Money View,'Bengaluru',2-3 ,"'sql', 'python'",-1.0,2,3,2.5,3
906,966,972,Data Scientist - NLP,Vijaya Management,'Pune',3-6 ,"'python', 'sql', 'it skills'",-1.0,3,6,4.5,3
915,977,983,Data Scientist,NETRADYNE,'Bangalore',2-6 ,"'python', 'it skills'",-1.0,2,6,4.0,3
916,978,984,Data Scientist,Innominds Software Pvt Ltd,"'Hyderabad', 'Bangalore'",2-7 ,"'java', 'data science', 'python'",-1.0,2,7,4.5,3
917,979,985,Data Scientist,Inference Labs,'Bangalore',2-3 ,"'r', 'python', 'sql', 'it skills'",-1.0,2,3,2.5,3
929,996,1002,Data Scientist,Global Talent Pool,'Bengaluru',2-4 ,"'computer science', 'data science', 'sql', 'python'",-1.0,2,4,3.0,3
947,1020,1026,Senior Data Scientist,Acara Solutions Inc,'Bangalore',4-8 ,"'r', 'sql'",1.0,4,8,6.0,3
952,1025,1031,Senior Data Scientist,Idexcel Technologies Private Limited,'Bangalore',3-8 ,"'it skills', 'python'",-1.0,3,8,5.5,3
969,1047,1053,Data Scientist,Jubilant Foodworks,'Noida',2-5 ,"'data scientist', 'python'",-1.0,2,5,3.5,3
974,1052,1058,Data Scientist,Lera Technologies Pvt.Ltd.,"'Hyderabad', ' Pune', 'Bangalore'",4-7 ,'python',-1.0,4,7,5.5,3
977,1055,1061,Data Scientist,Eoraa & Co.,'Delhi',3-7 ,"'computer science', 'python'",-1.0,3,7,5.0,3
978,1056,1062,Data Scientist Jobs,Right Step Consulting,'Noida',1-5 ,"'sql', 'python'",-1.0,1,5,3.0,3
981,1061,1067,Associate Data Scientist,LogicPlum,'Trivandrum',2-7 ,"'sql', 'python', 'r'",-1.0,2,7,4.5,3
990,1071,1077,Data Scientist,Soul Foundation,'Remote',7-8 ,'python',-1.0,7,8,7.5,3
991,1072,1078,Data Scientist - SQL/ R/ Python,iMindYourBusiness,'Bangalore',4-8 ,"'sql', 'r', 'python'",-1.0,4,8,6.0,3
992,1073,1079,Data Scientist - SQL/R/Python,iMindYourBusiness,'Bangalore',4-8 ,"'r', 'sql', 'python', 'data scientist'",1.0,4,8,6.0,3
995,1076,1082,Data Scientist - SQL/R/Python,iMindYourBusiness,'Bangalore',4-8 ,'python',-1.0,4,8,6.0,3
997,1078,1084,Data Scientist - Azure/Python/Power BI,Huptech Consultancy Services,"'Hyderabad', 'Bangalore'",2-4 ,"'python', 'sql'",-1.0,2,4,3.0,3
999,1081,1087,Data Scientist Vacancies For a Multinational Company,Adecco India Private Limited,'Bangalore',1-6 ,"'python', 'sql'",-1.0,1,6,3.5,3
1019,1103,1109,Data Scientist - Python - Banking Domain,Huquo Consulting Pvt. Ltd,'Delhi',1-4 ,'python',-1.0,1,4,2.5,3
1022,1106,1112,Data Scientist,Bigshyft Hiring for Propellor.ai(ThinkBumblebee Analytics),"'Mumbai', ' New Delhi', 'Bangalore'",3-5 ,"'python', 'sql'",-1.0,3,5,4.0,3
1024,1108,1114,Data Scientist,Talent Corner HR Services Pvt Ltd,'Pune',2-4 ,"'sql', 'python'",-1.0,2,4,3.0,3
1025,1109,1115,Exciting opportunity in your Home town - Jamshedpur For Data Scientist,Talent Socio Bizcon LLP,'Jamshedpur\n',2-5 ,"'python', 'r', 'sql', 'it skills'",-1.0,2,5,3.5,3
1027,1111,1117,Data Scientist,Bigshyft Hiring for PayU Finance,"'Mumbai', ' Gurgaon', 'Bangalore'",2-5 ,"'python', 'sql'",-1.0,2,5,3.5,3
1044,1129,1135,Data Scientist,Stralynn Consulting Services,'Pune',3-5 ,"'python', 'r', 'sql'",-1.0,3,5,4.0,3
1049,1135,1141,Data Scientist,iSpatial Techno Solution Pvt ltd.,'Hyderabad',7-12 ,'python',-1.0,7,12,9.5,3
1051,1137,1143,R Data Scientist,Guidehouse India Private Ltd.,'Trivandrum',3-8 ,"'r', 'python', 'data scientist'",1.0,3,8,5.5,3
1054,1141,1147,Data Scientist,Zerogons Softwares India Pvt Ltd,'Pune',2-5 ,"'python', 'it skills'",-1.0,2,5,3.5,3
1068,1155,1161,DATA SCIENTIST,MapMyGenome,'Hyderabad',1-2 ,"'data scientist', 'computer science', 'big data', 'python'",-1.0,1,2,1.5,3
1084,1171,1177,Bioinformatics Data Scientist,Kovid BioAnalytics,'Pune',3-8 ,"'python', 'it skills'",-1.0,3,8,5.5,3
1091,1178,1184,Data Scientist,BlazeClan Technologies Pvt. Ltd,'Pune',8-13 ,"'python', 'computer science'",-1.0,8,13,10.5,3
1101,1189,1195,Data Scientist,Boppo Technologies Pvt. Ltd.,'Mumbai',1-3 ,"'java', 'r', 'sql'",-1.0,1,3,2.0,3
1103,1191,1197,R Data Scientist,GUIDEHOUSE INDIA PRIVATE LIMITED,'Trivandrum',3-8 ,'python',-1.0,3,8,5.5,3
1106,1194,1200,Hiring For Data Scientist _ Mumbai,Xoriant,'Mumbai',3-5 ,"'it skills', 'python', 'r', 'computer science'",-1.0,3,5,4.0,3
1108,1196,1202,Data Scientist,Diverse Lynx,'UttarPradesh',2-7 ,"'java', 'sql', 'r', 'python'",-1.0,2,7,4.5,3
1109,1197,1203,Data Scientist,CoRover Private Limited,'Remote',1-5 ,"'r', 'data scientist', 'python'",-1.0,1,5,3.0,3
1148,1241,1247,Data Scientist,PeopleTechGroup,'Hyderabad',5-10 ,"'python', 'java'",-1.0,5,10,7.5,3
1150,1243,1249,Nexdigm Hiring Data Scientist,NEXDIGM PRIVATE LIMITED,'Pune',1-3 ,"'python', 'sql', 'it skills', 'data science'",-1.0,1,3,2.0,3
1156,1249,1255,Principal Data Scientist,Qubit AI,'Hyderabad',5-7 ,"'python', 'it skills'",-1.0,5,7,6.0,3
1160,1254,1260,Drug Discovery Data Scientist,Schrdinger,'Hyderabad',2-5 ,'python',-1.0,2,5,3.5,3
1172,1267,1273,Data Scientist,KOVAI SYSTEMS INDIA PRIVATE LIMITED,'Coimbatore',3-8 ,"'data science', 'python', 'computer science'",-1.0,3,8,5.5,3
1177,1272,1278,Position Data Scientist,Positive Integers Pvt Ltd,'Chennai',2-5 ,"'python', 'sql'",-1.0,2,5,3.5,3
1178,1273,1279,Data Scientist,Peopltech Group,'Hyderabad',5-10 ,"'python', 'java'",-1.0,5,10,7.5,3
1196,1296,1302,Senior CX Data Scientist,Orris Info Lab Private Limited,'Chennai',4-9 ,"'java', 'python'",-1.0,4,9,6.5,3
1206,1307,1313,Data Scientist - Python/Flask/SQL,Siddh recruitech,'Ahmedabad',4-8 ,"'python', 'sql', 'r'",-1.0,4,8,6.0,3
